index,title,author,pages,genre,description,published_date,publisher,average_rating,ratings_count,thumbnail
2,Fictional Points of View,Peter Lamarque,252.0,Literature,the volume focuses on a wide range of thinkers including iris murdoch on truth and art stanley cavell on tragedy roland barthes and michel foucault on the death of the author and kendall walton on fearing fictions also included is a consideration of the fifteenthcentury japanese playwright and drama teacher zeami motokiyo the founding father of noh theather,1996-01-01 00:00:00,cornell university press,,0,http://books.google.com/books/content?id=rh-omr6laV0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
3,Science Fiction and Fantasy Literature,"R. Reginald, Douglas Menville, Mary A. Burgess",802.0,Reference,science fiction and fantasy literature a checklist 17001974 volume one of two contains an author index title index series index awards index and the ace and belmont doubles index,2010-09-01 00:00:00,wildside press llc,,0,http://books.google.com/books/content?id=P8zW2AH6150C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
6,Fictional Space in the Modernist and Post-modernist American Novel,Carl Darryl Malmgren,248.0,Fiction,fictional space is the imaginal expanse of field created by fictional discourse a space which through ultimately selfreferential and selfvalidating necessarily exists in ascertainable relation to the real world outside the text after defining his theoretical framework the author applies it to american fiction of the twentieth century,1985-01-01 00:00:00,bucknell university press,,0,http://books.google.com/books/content?id=KXzozWo8N-EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
7,Mestizos Come Home!,Robert Con Davis-Undiano,337.0,History,uruguayan writer eduardo galeano has described us and latin american culture as continually hobbled by amnesiaunable or unwilling to remember the influence of mestizos and indigenous populations in mestizos come home author robert con davisundiano documents the great awakening of mexican american and latino culture since the 1960s that has challenged this omission in collective memory he maps a new awareness of the united states as intrinsically connected to the broader context of the a,2017-03-30 00:00:00,university of oklahoma press,,0,http://books.google.com/books/content?id=fk1jDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
8,"Fictional Practice: Magic, Narration, and the Power of Imagination","Bernd-Christian Otto, Dirk Johannsen",384.0,Lifestyle,to what extent were practitioners of magic inspired by fictional accounts of their art in how far did the daunting narratives surrounding legendary magicians such as theophilus of adana cyprianus of antioch johann georg faust or agrippa of nettesheim rely on realworld events or practices fourteen original case studies present material from late antiquity to the twentyfirst century and explore these questions in a systematic manner by coining the notion of fictional practice the editors,2021-09-27 00:00:00,brill,,0,http://books.google.com/books/content?id=NLJFEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9,Telling Lies in Modern American Autobiography,Timothy Dow Adams,230.0,Literature,this collection of twelve essays discusses the principles and practices of womens autobiographical writing in america england and france from the eighteenth to the twentieth centuries,1990-01-01 00:00:00,unc press books,,0,http://books.google.com/books/content?id=p6YBbKOR81sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
10,"Essential Skills - Reading and Writing, Grade 1","Teacher Created Resources, Inc",178.0,Education,no description available,2008-12-01 00:00:00,teacher created resources,,0,http://books.google.com/books/content?id=Gynn-4pUcXYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
12,Reload,"Mary Flanagan, Austin Booth",604.0,Social Science,an anthology of feminist cyberfiction and theoretical and critical writings on gender and technoculture most writing on cyberculture is dominated by two almost mutually exclusive visions the heroic image of the male outlaw hacker and the utopian myth of a genderfree cyberworld reload offers an alternative picture of cyberspace as a complex and contradictory place where there is oppression as well as liberation it shows how cyberpunks revolutionary claims conceal its ultimate conservatism o,2002-05-03 00:00:00,mit press,,0,http://books.google.com/books/content?id=8LFsPwN2AJIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
13,Presented Discourse in Popular Science,Olga Pilkington,206.0,Education,in presented discourse in popular science olga a pilkington explores the forms and functions of the voices of scientists in books written for nonprofessionals this study confirms the importance of considering presentation of discourse outside of literary fiction popular science uses presented discourse in ways uncommon for fiction yet not conventional for nonfiction either this analysis is an acknowledgement of the social consequences of popularization discourse presentation of scientist,2018-07-03 00:00:00,brill,,0,http://books.google.com/books/content?id=P-t5DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
14,Encyclopedia of the Novel,Paul Schellinger,838.0,Literature,the encyclopedia of the novel is the first reference book that focuses on the development of the novel throughout the world entries on individual writers assess the place of that writer within the development of the novel form explaining why and in exactly what ways that writer is importnant similarly an entry on an individual novel discusses the importance of that novel not only form analyzing the particular innovations that novel has introduced and the ways in which it has influenced the,2014-04-08 00:00:00,routledge,3.0,2,http://books.google.com/books/content?id=FPdRAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
15,Idealism,"Tyron Goldschmidt, Kenneth L. Pearce",314.0,Religion & Philosophy,idealism is a family of metaphysical views each of which gives priority to the mental the bestknown forms of idealism in western philosophy are berkeleyan idealism which gives ontological priority to the mental minds and ideas over the physical bodies and kantian idealism which gives a kind of explanatory priority to the mental the structure of the understanding over the physical the structure of the empirical world although idealism was once a dominant view in western philosophy,2017-01-01 00:00:00,oxford university press,5.0,0,http://books.google.com/books/content?id=j_pADwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
17,The Philosophy of David Cronenberg,Simon Riches,234.0,Religion & Philosophy,initially regarded as a cult figure with a strong following amongst scifi and horror film fans canadian filmmaker david cronenberg emerged as a major and commercially viable film director with mainstream hits such as a history of violence 2005 and eastern promises 2007 with his unique ability to present imagery that is both disturbing and provocative cronenberg creates striking films noteworthy not just for their cinematic beauty but also for the philosophical questions they raise the,2012-04-20 00:00:00,university press of kentucky,,0,http://books.google.com/books/content?id=sTaF82QEVbgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
18,International Who's Who of Authors and Writers 2004,Europa Publications,644.0,Biography,accurate and reliable biographical information essential to anyone interested in the world of literature theinternational whos who of authors and writersoffers invaluable information on the personalities and organizations of the literary world including many upandcoming writers as well as established names with over 8000 entries this updated edition features concise biographical information on novelists authors playwrights columnists journalists editors and critics biographical,2003-01-01 00:00:00,psychology press,,0,http://books.google.com/books/content?id=phhhHT64kIMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
21,"Hugo Gernsback, Father of Modern Science Fiction",Mark Siegel,104.0,Literature,hugo gernsback father of modern science fiction,1988-01-01 00:00:00,millefleurs,,0,http://books.google.com/books/content?id=PaVaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
31,Tessa Tiger's Temper Tantrums,Barbara deRubertis,32.0,Children,read along or enhanced ebook tessa tiger likes to play sportsbut not when she loses she stomps and storms until her friends dont want to play with her anymore can tessa change her attitude and make tball fun againfor everyone,2017-12-13 00:00:00,triangle interactive inc,,0,http://books.google.com/books/content?id=8oJDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
45,Routledge Handbook of Historical International Relations,"Benjamin de Carvalho, Julia Costa Lopez, Halvard Leira",886.0,Government,this handbook presents a comprehensive concise and accessible overview of the field of historical international relations hir it summarizes and synthesizes existing contributions to the field while presenting central themes approaches and methodologies that have driven the development of hir providing the reader with a sense of the diversity and research dynamics that are at the heart of this field of study the wide range of topics covered are grouped under the following headings traditi,2021-06-28 00:00:00,taylor and francis,,0,http://books.google.com/books/content?id=b2jwEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
49,The Social Studies Curriculum,E. Wayne Ross,370.0,Education,the third edition of the social studies curriculum thoroughly updates the definitive overview of the primary issues teachers face when creating learning experiences for students in social studies by connecting the diverse elements of the social studies curriculumhistory education civic global and social issuesthe book offers a unique and critical perspective that separates it from other texts in the field this edition includes new work on race gender sexuality critical multiculturalism,2012-02-01 00:00:00,state university of new york press,,0,http://books.google.com/books/content?id=4qFMqjxte9IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
50,St James's Palace,"Rufus Bird, Simon Thurley, Michael Turner",290.0,History,the first modern history of st jamess palace shedding light on a remarkable building at the heart of the history of the british monarchy that remains by far the least known of the royal residences in this first modern history of st jamess palace the authors shed new light on a remarkable building that despite serving as the official residence of the british monarchy from 1698 to 1837 is by far the least known of the royal residences the book explores the role of the palace as home to the,2022-01-01 00:00:00,yale university press,,0,http://books.google.com/books/content?id=nr6rEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
51,Comprehending Antisemitism through the Ages: A Historical Perspective,"Armin Lange, Kerstin Mayerhofer, Dina Porat, Lawrence H. Schiffman",332.0,History,this volume traces the history of antisemitism from antiquity through contemporary manifestations of the discrimination of jews it documents the religious sociological political and economic contexts in which antisemitism thrived and thrives and shows how such circumstances served as support and reinforcement for a curtailment of the jews social status the volume sheds light on historical processes of discrimination and identifies them as a key factor in the contemporary and future fight ag,2021-08-23 00:00:00,walter de gruyter gmbh and co kg,,0,http://books.google.com/books/content?id=WpZEEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
52,"The Circle of Knowledge: A Classified, Simplified, Visualized Book of Answers",Various,1500.0,Fiction,the circle of knowledge is an informative book that was designed in 1917 to be both inspiring and entertaining the book represents the modern progressive spirit which fits that time in its forms of expression and its editorship the purpose of this work is to answer the why who what when where how of the wide majority of curious minds both young and adult and encourage them to raise further questions special measures were taken in creating this work to isolate essentials from noness,2022-06-02 00:00:00,digicat,,0,http://books.google.com/books/content?id=dBF0EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
53,War and Conflict Quotations,"Michael C. Thomsett, Jean Freestone Thomsett",303.0,History,history is replete with pronouncements on war some reflect on mans warlike nature we are quick to flare up we races of men on the earthhomer others deal with the practical strategies of the combatants if hitler invaded hell i would make at least a favorable reference to the devil in the house of commonswinston churchill and still others offer advice for avoiding conflict the most disadvantageous peace is better than the most just wardesiderius erasmus more than 2700 quotati,2015-09-02 00:00:00,mcfarland,,0,http://books.google.com/books/content?id=yxOBCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
55,Our Reason for Being,T. F. Leong,267.0,Religion & Philosophy,ecclesiastes is a persuasive speech with a rhetoric so unique that it can be easily misunderstood it speaks powerfully to believers as well as nonbelievers because it addresses the question of the meaning of life in the most satisfying way the heart of this book is an expositional commentary that interprets ecclesiastes as authoritative scripture it seeks to recover the rhetoric of the speech in terms of its comprehensive message on the meaning of life as well as its compelling force to get t,2022-08-11 00:00:00,wipf and stock publishers,,0,http://books.google.com/books/content?id=YsWAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
58,Aesthetics,Vasily Sesemann,309.0,Social Science,preliminary material aesthetics definition and object difficuties for aesthetics immediate aesthetics perceptionthe material basis of aesthetics the optimal starting point nature or art three starting points for aesthetics analysis the essential properties of aesthetics perception the internal structure of an aesthetic object the expressiveness of an aesthetic object and its objective sense aesthetic form and aesthetic structure the relations of natural and art,2007-01-01 00:00:00,brill,,0,http://books.google.com/books/content?id=bfh1DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
59,Critical Legal Education as a Subversive Activity,"Helen Gibbon, Ben Golder, Lucas Lixinski, Marina Nehme, Prue Vines",250.0,Government,in an age when everyone aspires to teach critical thinking skills in the classroom what does it mean to be a subversive law teacher who or what might a subversive law teacher seek to subvert the authority of the law the university their own authority as teachers perhaps are law students ripe for subversion agents of or impediments to subversion do they learn to ask critical questions responding to the provocation in the classic book teaching as a subversive activity by postman and,2015-10-16 00:00:00,taylor and francis,,0,http://books.google.com/books/content?id=FWaXEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
70,The Statesman's Year-Book,M. Epstein,1500.0,Government,the classic reference work that provides annually updated information on the countries of the world,2016-12-26 00:00:00,springer,,0,http://books.google.com/books/content?id=8IzLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
75,Decline and Fall of the Roman Empire,Edward Gibbon,538.0,History,edward gibbons sixvolume history of the decline and fall of the roman empire 177688 is among the most magnificent and ambitious narratives in european literature its subject is the fate of one of the worlds greatest civilizations over thirteen centuries its rulers wars and society and the events that led to its disastrous collapse here in volumes three and four gibbon vividly recounts the waves of barbarian invaders under commanders such as alaric and attila who overran and eventu,1910-01-01 00:00:00,weidenfeld and nicolson,4.5,0,http://books.google.com/books/content?id=4K5_j4zo_swC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
77,A S R Index 2019,Jan Young,64.0,Reference,asr index is a complete and detailed index of everything that has appeared in the antique studebaker review magazine since its inception in 1971 of greatest importance are the advice items that are indexed by subject engines brakes steering etc historical items are also indexed by subject as well as by the vehicle model and year they relate to if you own for instance a 1939 champion asr index will give you instant access to everything that has been published about your car and much,2019-11-17 00:00:00,lulucom,,0,http://books.google.com/books/content?id=YxTBDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
82,Reading Biography,Carl Rollyson,85.0,Biography,most book reviewers know very little about the history or the art of biography indeed if there is any art in biography it is the rare reviewer that acknowledges it or knows how to discuss it usually the reviewer regards biography as an occasion to wax eloquent about what he or she thinks of the subject little space if any is devoted to the biographys structure or style to the biographers peculiar problems or to how the biography relates to others about the same subject carl rollyson,2004-01-01 00:00:00,iuniverse,,0,http://books.google.com/books/content?id=ye6ausAiJUIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
83,Recognizing Biography,William H. Epstein,244.0,Literature,epsteins narrative interweaves interpretive and theoretical chapters as it emplots the discourse of english biography from walton to strachey in this way familiar generic relationships between biographer subject life text falsehood and readership are analyzed in specific if constantly shifting historical literary cultural and economic texts,2017-11-15 00:00:00,university of pennsylvania press,,0,http://books.google.com/books/content?id=fVUrEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
86,Biography and the Question of Literature in France,Ann Jefferson,440.0,Literature,this book takes a fresh look at the relations between literature and biography by tracing the history of their connections through three hundred years of french literature the starting point for this history is the eighteenth century when the term biography first entered the french language and when the word literature began to acquire its modern sense of writing marked by an aesthetic character arguing that the idea of literature is inherently open to revision and contestation ann jeffer,2007-01-04 00:00:00,oup oxford,,0,http://books.google.com/books/content?id=0Q9REAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
87,Biography in Theory,"Wilhelm Hemecker, Edward Saunders",416.0,Literature,this textbook is an anthology of significant theoretical discussions of biography as a genre and as a literaryhistorical practice covering the 18th to the 21st centuries the reader includes programmatic texts by authors such as herder carlyle dilthey proust freud kracauer woolf and bourdieu each text is accompanied by a commentary placing its contribution in critical context ideal for use in undergraduate seminars this reader may also be of interest for academic researchers in the ar,2017-08-07 00:00:00,walter de gruyter gmbh and co kg,,0,http://books.google.com/books/content?id=78w0DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
88,Biographies in the History of Physics,"Christian Forstner, Mark Walker",316.0,Science,this book sheds new light on the biographical approach in the history of physics by including the biographies of scientific objects institutions and concepts what is a biography can biographies also be written for nonhuman subjects like scientific instruments institutions or concepts the respective chapters of this book discuss these controversial questions using examples from the history of physics by approaching biography as metaphor it transcends the boundaries between various perspe,2020-07-22 00:00:00,springer,,0,http://books.google.com/books/content?id=87nyDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
90,The Art of Biography in Antiquity,Tomas Hägg,513.0,Biography,examines the whole spectrum of greek and roman biography which explores the virtues and vices of philosophers statesmen and poets,2012-04-05 00:00:00,cambridge university press,,0,http://books.google.com/books/content?id=NhLQbSdTKooC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
92,The Seductions of Biography,"David Suchoff, Mary Rhiel",234.0,Social Science,the seductions of biography is an important volume which sheds new light on a flourishing literary form the biography in postmodern culture new methods and intentions emerge as well as new obstacles towards our understanding of biography as a genre this book provides a thorough exploration of this genre from a wide range of postmodern perspectives the seductions of biography brings together a number of essays which reflect in culturally critical as well as autobiographical terms on curre,2016-02-04 00:00:00,routledge,1.0,1,http://books.google.com/books/content?id=T9qCCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
94,The Turn to Biographical Methods in Social Science,"Prue Chamberlayne, Joanna Bornat, Tom Wengraf",372.0,Reference,biographical research methods have become a useful and popular tool for contemporary social scientists this book combines an exploration of the origins of this field with comparative examples of the ways biographical methods have been applied,2000-01-01 00:00:00,psychology press,,0,http://books.google.com/books/content?id=EtmNgalre30C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
95,Biographical Misrepresentations of British Women Writers,Brenda Ayres,296.0,Literature,this book is an investigation of the biases contradictions errors ambiguities gaps and historical contexts in biographies of controversial british women who published during the long nineteenth century many of them left unchecked and perpetuated from publication to publication fourteen scholars analyze the agenda problems and strengths of biographical material highlighting the flaws deficiencies and influences that have distorted the portraits of women such as lady mary wortley monta,2017-11-08 00:00:00,springer,,0,http://books.google.com/books/content?id=M8I9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
96,A Companion to Literary Biography,Richard Bradford,628.0,Biography,an authoritative review of literary biography covering the seventeenth century to the twentieth century a companion to literary biography offers a comprehensive account of literary biography spanning the history of the genre across three centuries the editor an esteemed literary biographer and noted expert in the field has encouraged contributors to explore the theoretical and methodological questions raised by the writing of biographies of writers the text examines how biographers have de,2018-11-28 00:00:00,john wiley and sons,,0,http://books.google.com/books/content?id=EtpwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
100,The Book of Awesome Black Americans,Monique Jones,189.0,Children,activists and rap stars abolitionists and pioneers inventors and scientists surge with life throughout this thrilling and comprehensive work jennifer maritza mccauley national endowment for the arts fellow a 1 bestseller in teen young adult 21st century us history we are familiar with a handful of african americans who are mentioned in american history books but there are also countless others who do not get recognized in mainstream media their actions may not have appeared to shak,2020-01-14 00:00:00,mango media inc,3.0,0,http://books.google.com/books/content?id=vxd9EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
101,Berkshire Dictionary of Chinese Biography,Kerry Brown,1500.0,History,the berkshire dictionary of chinese biography the first publication of its kind since 1898 is the work of more than one hundred internationally recognized experts from nearly a dozen countries it has been designed to satisfy the growing thirst of students researchers professionals and general readers for knowledge about china it makes the entire span of chinese history manageable by introducing the reader to emperors politicians poets writers artists scientists explorers and philos,2017-12-27 00:00:00,berkshire publishing group,,0,http://books.google.com/books/content?id=2rvBDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
102,Writing Feminist Lives,Malin Lidström Brock,243.0,Literature,this book draws attention to the controversy that surrounds betty friedan germaine greer gloria steinem and simone de beauvoirs lives and the important role that their life stories have played in their feminist writing directly and indirectly the four women have contributed to battles over feminisms meaning through autobiographically informed political writing inevitably therefore their biographers are also participants in these battles yet not always on the same side as their subject,2017-05-05 00:00:00,springer,,0,http://books.google.com/books/content?id=2vrMDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
103,History of Medical Miracles and the Lives Behind Them,Harry L. Munsinger J.D. Ph.D.,304.0,Health & Medical,the history of medical miracles and the lives behind them uses biographies of physicians and scientists to explain the evolution of medical practice from its primitive beginnings to modern scientific medicine it explores ancient greek and roman medicine human anatomy blood circulation microbiology vaccination anesthetics antiseptic surgery germ theory xrays insulin penicillin the structure of dna the human genome project and gene editing through the biographies of medical and scie,2022-10-20 00:00:00,archway publishing,,0,http://books.google.com/books/content?id=f1GXEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
104,Biblical Interpretation in Early Christian Gospels Volume 1,Thomas Hatina,223.0,Religion & Philosophy,this collection of essays is the second volume in a projected series of five volumes that gather together recent research by leading scholars on the narrative function of embedded jewish scripture texts quotations or allusions in early christian gospels while the contributors employ a diverse range of methods their research is directed towards considering the function of embedded scripture texts in the context of the gospels as selfcontained narratives written and readheard in their early,2006-06-23 00:00:00,aandc black,,0,http://books.google.com/books/content?id=dAbUAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
106,What is a Gospel?,Charles H. Talbert,168.0,Biography,what is a gospel,1985-01-01 00:00:00,mercer university press,,0,http://books.google.com/books/content?id=qm9Sg7WWeFUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
107,Polybius and His Legacy,"Nikos Miltsios, Melina Tamiolaki",466.0,Literature,although scholars continue to address old questions about polybius it is clear that they are also turning their attention to aspects of his history that have been inadequately dealt with in the past or have even gone largely unnoticed polybius history is increasingly treated not just as a source of valuable information on the impressive expansion of roman rule in the mediterranean world but also as a complex and nuanced narrative with its own interests and purposes moreover since apart fr,2018-03-19 00:00:00,walter de gruyter gmbh and co kg,,0,http://books.google.com/books/content?id=QXhdDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
111,Research Handbook on Inequalities in Later Life,"Catherine  Earl, Philip  Taylor",329.0,Social Science,this research handbook critically examines the myriad social and economic inequalities faced by those in later life contributors dissect examples from the global north and south to support a new approach to studying ageing that moves beyond popular discourses,2024-06-05 00:00:00,edward elgar publishing,,0,http://books.google.com/books/content?id=gfANEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
112,Lives of the Novelists,Carl Rollyson,161.0,Literature,is there a right way to write a literary life in this collection of columns from the new york sun carl rollyson explores the relationship between narrative and literary analysis should biographies be written in the style and form of novels how to balance the life and the work how much literary criticism can a biography absorb into its narrative rollyson proposes a number of apologias for biographyincluding the thought that in the right hands the literary biography is a continuation of the,2005-10-21 00:00:00,iuniverse,,0,http://books.google.com/books/content?id=j30IBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
115,Transnational Radicalism and the Connected Lives of Tom Mann and Robert Samuel Ross,Neville Kirk,304.0,Biography,a pioneering study of the neglected transnational activities and influences of two important connected socialists britishborn tom mann 18561941 and australianborn robert samuel bob ross 18731931,2017-01-01 00:00:00,oxford university press,,0,http://books.google.com/books/content?id=gYc0DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
116,Oak Cliff and the Missing Pieces,Gregory M. Hasty,522.0,History,oak cliff and the missing pieces is the first book written about the areas history in over three decades it not only captures the beginnings of the early settlement it takes the reader beyond a century and a half of growth and tracks how the community has evolved the book is unique in that it captures the history of west dallas in conjunction with its oak cliff neighbor and how the two transformed together over time into what we see today the collection of historical accounts and hundreds o,2023-08-23 00:00:00,archway publishing,,0,http://books.google.com/books/content?id=06jTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
117,Clio's Laws,Mauricio Tenorio-Trillo,271.0,History,offering a unique perspective on the very notions and practices of storytelling history memory and language clios laws collects ten essays some new and some previously published in spanish by a revered voice in global history taking its title from the greek muse of history this opus considers issues related to the historians craft including nationalism and identity and draws on tenoriotrillos own lifetime of experiences as a historian with deep roots in both mexico and the united s,2019-12-16 00:00:00,university of texas press,,0,http://books.google.com/books/content?id=AdarDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
118,The Enlightenment as Social Criticism,Paschalis M. Kitromilides,234.0,History,in eighteenthcentury greek culture iosipos moisiodax c17251800 was a controversial figure whose daring pronouncements in favor of cultural change embroiled him in ideological conflicts and made him a target of persecution the first intellectual in southeastern europe to voice the ideas of the enlightenment in public and without qualification he advocated the use of vernacular greek in education and aspired to see the backward and intellectually conservative balkan societies remodeled al,2014-07-14 00:00:00,princeton university press,,0,http://books.google.com/books/content?id=UDQABAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
120,The Mystery Readers' Advisory,"John Charles, Joanna Morrison, Candace Clark",244.0,Education,three librarians from scottsdale arizona provide library staff with an introduction to the mystery genre and offer tips and techniques for providing advice to mystery readers in the library they include some of their own bibliographies but refer readers elsewhere for fuller ones they also include a brief history of the genre to pass on to readers new to it,2002-01-01 00:00:00,american library association,,0,http://books.google.com/books/content?id=bsWM8vWJHzoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
121,The Mystery of Tally-ho Cottage,Enid Blyton,156.0,Fiction,digicat publishing presents to you this special edition of the mystery of tallyho cottage by enid blyton digicat publishing considers every written word to be a legacy of humankind every digicat book has been carefully reproduced for republishing in a new modern format the books are available in print as well as ebooks digicat hopes you will treat this work with the acknowledgment and passion it deserves as a classic of world literature,2022-08-01 00:00:00,digicat,5.0,0,http://books.google.com/books/content?id=9Il_EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
122,Human Sexuality and the Nuptial Mystery,Roy R. Jeal,161.0,Religion & Philosophy,this collection of essays was originally presented at the st margarets consultation on doctrine liturgy and preaching held at st margarets anglican church in winnipeg canada in 2008 they consider human sexuality and marriage from a distinctly theological rather than polemical standpoint aiming to avoid frequently polarized debates the interesting commonality indicated in the articles is that sex and marriage are not about selffulfillment but are outwardly directed aimed toward the o,2010-03-08 00:00:00,wipf and stock publishers,,0,http://books.google.com/books/content?id=HH9JAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
123,A Rachel Gift Mystery Bundle: Her Last Hope (#3) and Her Last Fear (#4),Blake Pierce,517.0,Fiction,a bundle of books 3 her last hope and 4 her last fear in blake pierces rachel gift mystery series this bundle offers books three and four in one convenient file with over 100000 words of reading in her last hope book 3 when a series of different organ donors are murdered rachel is determined to track down the killer but rachel herself is faltering beginning to succumb to her illness can she keep it together long enough to catch this killer before her own death and can she kee,2022-06-01 00:00:00,blake pierce,,0,http://books.google.com/books/content?id=uYpyEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
124,The Mystery Fancier,William F. Deeck,186.0,Reference,a bibliography of various mystery novels published between november 1976 and fall 1992,2008-08-01 00:00:00,wildside press llc,,0,http://books.google.com/books/content?id=bmHsxzvf2qkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
126,Eudora Welty and Mystery,"Jacob Agner, Harriet Pollack",165.0,Literature,contributions by jacob agner sarah gilbreath ford katie berry frye michael kreyling andrew b leiter rebecca mark suzanne marrs tom nolan michael pickard harriet pollack and victoria richard eudora weltys ingenious play with readers expectations made her a cunning writer a paramount modernist a short story artist of the first rank and a remarkable literary innovator in her signature puzzletexts she habitually engages with familiar genres and then delights readers with her trans,2022-12-28 00:00:00,univ press of mississippi,,0,http://books.google.com/books/content?id=a3ufEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
127,The Mystery of the Shemitah,Jonathan Cahn,292.0,History,the shemitah or sabbath year is the seventh year of the sevenyear agricultural cycle mandated by the torah for the land of israel understanding this pattern is essential for understanding the prophecy and mysteries of the bible that are still applicable today,2018-01-01 00:00:00,charisma media,,0,http://books.google.com/books/content?id=J4JCDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
128,The Mystery of Hidden Valley (The Mystery Series Book 3),Paul Moxham,79.0,Children,are you up for a thrilling adventure while camping in wales it doesnt take long for the mystery kids to stumble across a longlost tunnel that leads to a valley full of secrets follow the children as they are imprisoned in an old farmhouse discover a hidden cave sabotage a plane rescue a missing man undertake a perilous climb and more book 3 in the mystery series this adventure novel is set in 1950s britain and will suit anyone who enjoys nancy drew the hardy boys or the famous five,2014-07-20 00:00:00,paul moxham,,0,http://books.google.com/books/content?id=90OwCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
